date,position_cost,position_mtm,n_open_lots,n_tickers,realized_pnl,unrealized_pnl,total_pnl,daily_pnl,cum_pnl
2025-06-11,4150010.0,4894459.11666675,10,6,1757615.369988533,744449.1166667502,2502064.4866552833,-46012.814800402615,2502064.4866552833
2025-06-12,4150010.0,4940964.367760294,10,6,1757615.369988533,790954.367760295,2548569.737748828,46505.25109354453,2548569.737748828
2025-06-13,4150010.0,4864787.910576113,10,6,1757615.369988533,714777.9105761129,2472393.280564646,-76176.45718418201,2472393.280564646
2025-06-16,4150010.0,4934284.258264129,10,6,1757615.369988533,784274.25826413,2541889.6282526627,69496.34768801695,2541889.6282526627
2025-06-17,4150010.0,4908276.819375943,10,6,1757615.369988533,758266.8193759436,2515882.1893644766,-26007.438888186123,2515882.1893644766
2025-06-18,4150010.0,4937880.2438761145,10,6,1757615.369988533,787870.2438761146,2545485.6138646477,29603.424500171095,2545485.6138646477
2025-06-20,4150010.0,4921612.029508491,10,6,1757615.369988533,771602.0295084914,2529217.3994970242,-16268.214367623441,2529217.3994970242
2025-06-23,4150010.0,4929086.302246725,10,6,1757615.369988533,779076.3022467254,2536691.6722352584,7474.27273823414,2536691.6722352584
2025-06-24,4150010.0,5005001.740670599,10,6,1757615.369988533,854991.7406705995,2612607.1106591327,75915.43842387432,2612607.1106591327
2025-06-25,4150010.0,5141432.576759768,10,6,1757615.369988533,991422.5767597685,2749037.9467483014,136430.83608916868,2749037.9467483014
2025-06-26,4150010.0,5159300.639393359,10,6,1757615.369988533,1009290.6393933593,2766906.009381892,17868.062633590773,2766906.009381892
2025-06-27,4150010.0,5222772.520902255,10,6,1757615.369988533,1072762.520902256,2830377.890890789,63471.88150889706,2830377.890890789
2025-06-30,4150010.0,5242104.066558995,10,6,1757615.369988533,1092094.0665589953,2849709.436547528,19331.545656738803,2849709.436547528
2025-07-01,4150010.0,5159357.868751595,10,6,1757615.369988533,1009347.8687515953,2766963.2387401285,-82746.19780739956,2766963.2387401285
2025-07-02,4150010.0,5261118.728249665,10,6,1757615.369988533,1111108.728249666,2868724.098238199,101760.85949807055,2868724.098238199
2025-07-03,4150010.0,5313131.315529348,10,6,1757615.369988533,1163121.3155293488,2920736.685517882,52012.58727968298,2920736.685517882
2025-07-07,4150010.0,5274001.043694861,10,6,1757615.369988533,1123991.0436948624,2881606.4136833954,-39130.27183448663,2881606.4136833954
2025-07-08,4150010.0,5305666.754339744,10,6,1757615.369988533,1155656.754339745,2913272.124328278,31665.710644882638,2913272.124328278
2025-07-09,4150010.0,5373623.199521248,10,6,1757615.369988533,1223613.1995212494,2981228.5695097824,67956.44518150436,2981228.5695097824
2025-07-10,4150010.0,5404198.431831818,10,6,1757615.369988533,1254188.4318318185,3011803.8018203517,30575.23231056938,3011803.8018203517
