date,position_cost,position_mtm,position_cost_stock,position_cost_option,position_mtm_stock,position_mtm_option,n_open_lots,n_open_stock_lots,n_open_option_lots,n_tickers,realized_pnl,unrealized_pnl,total_pnl,daily_pnl,cum_pnl
2023-05-01,2026460.3505859375,2217209.0234116493,500001.0,1526459.3505859375,547065.5907944618,1670143.4326171875,2,1,1,1,0.0,190748.67282571163,190748.67282571163,-1176.1154852196632,190748.67282571163
2023-05-02,2026460.3505859375,2203481.53149176,500001.0,1526459.3505859375,543678.5224585568,1659803.0090332031,2,1,1,1,0.0,177021.18090582258,177021.18090582258,-13727.491919889057,177021.18090582258
2023-05-03,2026460.3505859375,2189230.803902163,500001.0,1526459.3505859375,540162.3529744286,1649068.4509277344,2,1,1,1,0.0,162770.45331622526,162770.45331622526,-14250.727589597314,162770.45331622526
2023-05-04,2026460.3505859375,2167527.9687565444,500001.0,1526459.3505859375,534807.4792545915,1632720.4895019531,2,1,1,1,0.0,141067.61817060725,141067.61817060725,-21702.83514561801,141067.61817060725
2023-05-05,2026460.3505859375,2269243.52445106,500001.0,1526459.3505859375,559904.382605357,1709339.1418457031,2,1,1,1,0.0,242783.17386512243,242783.17386512243,101715.55569451518,242783.17386512243
2023-05-08,2026460.3505859375,2268327.7101023383,500001.0,1526459.3505859375,559678.4181101508,1708649.2919921875,2,1,1,1,0.0,241867.3595164009,241867.3595164009,-915.8143487215275,241867.3595164009
2023-05-09,2026460.3505859375,2245710.276021865,500001.0,1526459.3505859375,554097.879781631,1691612.3962402344,2,1,1,1,0.0,219249.925435928,219249.925435928,-22617.434080472915,219249.925435928
2023-05-10,2026460.3505859375,2269112.6648913887,500001.0,1526459.3505859375,559872.0948230294,1709240.5700683594,2,1,1,1,0.0,242652.31430545135,242652.31430545135,23402.38886952336,242652.31430545135
2023-05-11,2026460.3505859375,2271596.5656974106,500001.0,1526459.3505859375,560484.9629142075,1711111.6027832031,2,1,1,1,0.0,245136.21511147314,245136.21511147314,2483.9008060217893,245136.21511147314
2023-05-12,2026460.3505859375,2259289.8925879467,500001.0,1526459.3505859375,557448.4619238841,1701841.4306640625,2,1,1,1,0.0,232829.54200200908,232829.54200200908,-12306.673109464056,232829.54200200908
2023-05-15,2026460.3505859375,2252744.2812076677,500001.0,1526459.3505859375,555833.4230533706,1696910.8581542969,2,1,1,1,0.0,226283.93062172967,226283.93062172967,-6545.611380279413,226283.93062172967
2023-05-16,2026460.3505859375,2252744.2812076677,500001.0,1526459.3505859375,555833.4230533706,1696910.8581542969,2,1,1,1,0.0,226283.93062172967,226283.93062172967,0.0,226283.93062172967
